bioID,pos,firstseason,lastseason,height,weight,college,collegeOther,birthDate,year,stint_x,tmID,GP_x,GS,minutes,points,oRebounds,dRebounds,rebounds,assists,steals,blocks,turnovers,PF,fgAttempted,fgMade,ftAttempted,ftMade,threeAttempted,threeMade,dq,PostGP,PostGS,PostMinutes,PostPoints,PostoRebounds,PostdRebounds,PostRebounds,PostAssists,PostSteals,PostBlocks,PostTurnovers,PostPF,PostfgAttempted,PostfgMade,PostftAttempted,PostftMade,PostthreeAttempted,PostthreeMade,PostDQ,W,L,coachID,stint_y,won_x,lost_x,post_wins,post_losses,franchID,confID,rank,playoff,firstRound,semis,finals,name,o_fgm,o_fga,o_ftm,o_fta,o_3pm,o_3pa,o_oreb,o_dreb,o_asts,o_pf,o_stl,o_to,o_blk,o_pts,d_fgm,d_fga,d_ftm,d_fta,d_3pm,d_3pa,d_oreb,d_dreb,d_asts,d_pf,d_stl,d_to,d_blk,d_pts,tmORB,tmDRB,tmTRB,opptmORB,opptmDRB,opptmTRB,won_y,lost_y,GP_y,homeW,homeL,awayW,awayL,confW,confL,min,attend
vangomi01w,C,0,0,78.0,187,Duke,,1977-05-10,2,0,MIN,22,8,243,41,15,19,34,12,3,6,18,36,40,15,20,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,aglerbr99w,0,12,20,0,0,MIN,WE,6,N,,,,Minnesota Lynx,671,1810,559,727,176,552,308,693,437,695,210,507,127,2077,752,1927,499,624,153,472,328,688,511,719,259,470,126,2156,0,0,0,0,0,0,12,20,32,6,10,6,10,9,12,6475,120607
whitiva01w,C-F,0,0,74.0,199,Stanford,,1972-04-09,2,0,MIN,26,15,462,88,25,58,83,16,15,14,34,62,90,24,54,40,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,aglerbr99w,0,12,20,0,0,MIN,WE,6,N,,,,Minnesota Lynx,671,1810,559,727,176,552,308,693,437,695,210,507,127,2077,752,1927,499,624,153,472,328,688,511,719,259,470,126,2156,0,0,0,0,0,0,12,20,32,6,10,6,10,9,12,6475,120607
abrossv01w,F,0,0,74.0,169,Connecticut,,1980-07-09,3,0,MIN,27,27,805,314,45,101,146,60,42,10,92,73,316,119,116,56,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,aglerbr99w,1,6,13,0,0,MIN,WE,8,N,,,,Minnesota Lynx,727,1775,383,578,166,500,309,650,466,617,226,529,102,2003,747,1807,469,613,141,389,302,612,495,618,273,465,117,2104,0,0,0,0,0,0,10,22,32,7,9,3,13,6,15,6475,139874
abrossv01w,F,0,0,74.0,169,Connecticut,,1980-07-09,3,0,MIN,27,27,805,314,45,101,146,60,42,10,92,73,316,119,116,56,60,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,vandehe99w,2,4,9,0,0,MIN,WE,8,N,,,,Minnesota Lynx,727,1775,383,578,166,500,309,650,466,617,226,529,102,2003,747,1807,469,613,141,389,302,612,495,618,273,465,117,2104,0,0,0,0,0,0,10,22,32,7,9,3,13,6,15,6475,139874
burseja01w,C,0,0,77.0,199,Tulane,,1979-05-19,3,0,MIN,31,2,344,83,29,31,60,7,7,13,18,60,83,31,36,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,aglerbr99w,1,6,13,0,0,MIN,WE,8,N,,,,Minnesota Lynx,727,1775,383,578,166,500,309,650,466,617,226,529,102,2003,747,1807,469,613,141,389,302,612,495,618,273,465,117,2104,0,0,0,0,0,0,10,22,32,7,9,3,13,6,15,6475,139874
burseja01w,C,0,0,77.0,199,Tulane,,1979-05-19,3,0,MIN,31,2,344,83,29,31,60,7,7,13,18,60,83,31,36,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,vandehe99w,2,4,9,0,0,MIN,WE,8,N,,,,Minnesota Lynx,727,1775,383,578,166,500,309,650,466,617,226,529,102,2003,747,1807,469,613,141,389,302,612,495,618,273,465,117,2104,0,0,0,0,0,0,10,22,32,7,9,3,13,6,15,6475,139874
gortmsh01w,G,0,0,70.0,158,South Carolina,,1979-12-07,3,0,MIN,29,2,369,91,16,45,61,21,13,6,25,42,97,35,9,7,43,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,aglerbr99w,1,6,13,0,0,MIN,WE,8,N,,,,Minnesota Lynx,727,1775,383,578,166,500,309,650,466,617,226,529,102,2003,747,1807,469,613,141,389,302,612,495,618,273,465,117,2104,0,0,0,0,0,0,10,22,32,7,9,3,13,6,15,6475,139874
gortmsh01w,G,0,0,70.0,158,South Carolina,,1979-12-07,3,0,MIN,29,2,369,91,16,45,61,21,13,6,25,42,97,35,9,7,43,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,vandehe99w,2,4,9,0,0,MIN,WE,8,N,,,,Minnesota Lynx,727,1775,383,578,166,500,309,650,466,617,226,529,102,2003,747,1807,469,613,141,389,302,612,495,618,273,465,117,2104,0,0,0,0,0,0,10,22,32,7,9,3,13,6,15,6475,139874
harrokr01w,G,0,0,64.0,139,,,1975-03-04,3,0,MIN,27,6,481,96,9,37,46,54,12,0,28,24,95,37,10,4,54,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,aglerbr99w,1,6,13,0,0,MIN,WE,8,N,,,,Minnesota Lynx,727,1775,383,578,166,500,309,650,466,617,226,529,102,2003,747,1807,469,613,141,389,302,612,495,618,273,465,117,2104,0,0,0,0,0,0,10,22,32,7,9,3,13,6,15,6475,139874
harrokr01w,G,0,0,64.0,139,,,1975-03-04,3,0,MIN,27,6,481,96,9,37,46,54,12,0,28,24,95,37,10,4,54,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,vandehe99w,2,4,9,0,0,MIN,WE,8,N,,,,Minnesota Lynx,727,1775,383,578,166,500,309,650,466,617,226,529,102,2003,747,1807,469,613,141,389,302,612,495,618,273,465,117,2104,0,0,0,0,0,0,10,22,32,7,9,3,13,6,15,6475,139874
lennobe01w,G,0,0,68.0,143,Louisiana Tech,,1976-12-04,3,1,MIN,5,1,138,31,2,14,16,16,5,0,20,23,48,10,10,6,23,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,aglerbr99w,1,6,13,0,0,MIN,WE,8,N,,,,Minnesota Lynx,727,1775,383,578,166,500,309,650,466,617,226,529,102,2003,747,1807,469,613,141,389,302,612,495,618,273,465,117,2104,0,0,0,0,0,0,10,22,32,7,9,3,13,6,15,6475,139874
lennobe01w,G,0,0,68.0,143,Louisiana Tech,,1976-12-04,3,1,MIN,5,1,138,31,2,14,16,16,5,0,20,23,48,10,10,6,23,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,vandehe99w,2,4,9,0,0,MIN,WE,8,N,,,,Minnesota Lynx,727,1775,383,578,166,500,309,650,466,617,226,529,102,2003,747,1807,469,613,141,389,302,612,495,618,273,465,117,2104,0,0,0,0,0,0,10,22,32,7,9,3,13,6,15,6475,139874
mooreta01w,G-F,0,0,71.0,167,Wisconsin,,1980-04-11,3,2,MIN,26,20,653,196,20,56,76,78,23,9,74,65,172,63,53,44,68,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,aglerbr99w,1,6,13,0,0,MIN,WE,8,N,,,,Minnesota Lynx,727,1775,383,578,166,500,309,650,466,617,226,529,102,2003,747,1807,469,613,141,389,302,612,495,618,273,465,117,2104,0,0,0,0,0,0,10,22,32,7,9,3,13,6,15,6475,139874
mooreta01w,G-F,0,0,71.0,167,Wisconsin,,1980-04-11,3,2,MIN,26,20,653,196,20,56,76,78,23,9,74,65,172,63,53,44,68,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,vandehe99w,2,4,9,0,0,MIN,WE,8,N,,,,Minnesota Lynx,727,1775,383,578,166,500,309,650,466,617,226,529,102,2003,747,1807,469,613,141,389,302,612,495,618,273,465,117,2104,0,0,0,0,0,0,10,22,32,7,9,3,13,6,15,6475,139874
pridely01w,F-G,0,0,74.0,180,Kansas,,1978-10-16,3,0,MIN,31,15,589,123,25,78,103,43,25,25,47,73,148,57,17,8,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,aglerbr99w,1,6,13,0,0,MIN,WE,8,N,,,,Minnesota Lynx,727,1775,383,578,166,500,309,650,466,617,226,529,102,2003,747,1807,469,613,141,389,302,612,495,618,273,465,117,2104,0,0,0,0,0,0,10,22,32,7,9,3,13,6,15,6475,139874
pridely01w,F-G,0,0,74.0,180,Kansas,,1978-10-16,3,0,MIN,31,15,589,123,25,78,103,43,25,25,47,73,148,57,17,8,10,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,vandehe99w,2,4,9,0,0,MIN,WE,8,N,,,,Minnesota Lynx,727,1775,383,578,166,500,309,650,466,617,226,529,102,2003,747,1807,469,613,141,389,302,612,495,618,273,465,117,2104,0,0,0,0,0,0,10,22,32,7,9,3,13,6,15,6475,139874
schwege01w,G-F,0,0,72.0,160,Duke,,1979-01-31,3,0,MIN,30,9,509,124,7,44,51,37,15,5,27,47,87,42,30,26,33,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,aglerbr99w,1,6,13,0,0,MIN,WE,8,N,,,,Minnesota Lynx,727,1775,383,578,166,500,309,650,466,617,226,529,102,2003,747,1807,469,613,141,389,302,612,495,618,273,465,117,2104,0,0,0,0,0,0,10,22,32,7,9,3,13,6,15,6475,139874
schwege01w,G-F,0,0,72.0,160,Duke,,1979-01-31,3,0,MIN,30,9,509,124,7,44,51,37,15,5,27,47,87,42,30,26,33,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,vandehe99w,2,4,9,0,0,MIN,WE,8,N,,,,Minnesota Lynx,727,1775,383,578,166,500,309,650,466,617,226,529,102,2003,747,1807,469,613,141,389,302,612,495,618,273,465,117,2104,0,0,0,0,0,0,10,22,32,7,9,3,13,6,15,6475,139874
smithka01w,G-F,0,0,71.0,174,Ohio State,,1974-06-04,3,0,MIN,31,31,1138,512,24,68,92,79,32,7,70,87,401,162,153,126,188,62,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,aglerbr99w,1,6,13,0,0,MIN,WE,8,N,,,,Minnesota Lynx,727,1775,383,578,166,500,309,650,466,617,226,529,102,2003,747,1807,469,613,141,389,302,612,495,618,273,465,117,2104,0,0,0,0,0,0,10,22,32,7,9,3,13,6,15,6475,139874
smithka01w,G-F,0,0,71.0,174,Ohio State,,1974-06-04,3,0,MIN,31,31,1138,512,24,68,92,79,32,7,70,87,401,162,153,126,188,62,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,vandehe99w,2,4,9,0,0,MIN,WE,8,N,,,,Minnesota Lynx,727,1775,383,578,166,500,309,650,466,617,226,529,102,2003,747,1807,469,613,141,389,302,612,495,618,273,465,117,2104,0,0,0,0,0,0,10,22,32,7,9,3,13,6,15,6475,139874
stiresh01w,F,0,0,71.0,208,Kansas State,,1972-05-21,3,0,MIN,9,0,22,6,4,2,6,1,0,1,2,3,4,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,aglerbr99w,1,6,13,0,0,MIN,WE,8,N,,,,Minnesota Lynx,727,1775,383,578,166,500,309,650,466,617,226,529,102,2003,747,1807,469,613,141,389,302,612,495,618,273,465,117,2104,0,0,0,0,0,0,10,22,32,7,9,3,13,6,15,6475,139874
stiresh01w,F,0,0,71.0,208,Kansas State,,1972-05-21,3,0,MIN,9,0,22,6,4,2,6,1,0,1,2,3,4,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,vandehe99w,2,4,9,0,0,MIN,WE,8,N,,,,Minnesota Lynx,727,1775,383,578,166,500,309,650,466,617,226,529,102,2003,747,1807,469,613,141,389,302,612,495,618,273,465,117,2104,0,0,0,0,0,0,10,22,32,7,9,3,13,6,15,6475,139874
vangomi01w,C,0,0,78.0,187,Duke,,1977-05-10,3,0,MIN,22,13,352,100,29,35,64,14,6,11,20,53,90,41,22,16,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,aglerbr99w,1,6,13,0,0,MIN,WE,8,N,,,,Minnesota Lynx,727,1775,383,578,166,500,309,650,466,617,226,529,102,2003,747,1807,469,613,141,389,302,612,495,618,273,465,117,2104,0,0,0,0,0,0,10,22,32,7,9,3,13,6,15,6475,139874
vangomi01w,C,0,0,78.0,187,Duke,,1977-05-10,3,0,MIN,22,13,352,100,29,35,64,14,6,11,20,53,90,41,22,16,7,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,vandehe99w,2,4,9,0,0,MIN,WE,8,N,,,,Minnesota Lynx,727,1775,383,578,166,500,309,650,466,617,226,529,102,2003,747,1807,469,613,141,389,302,612,495,618,273,465,117,2104,0,0,0,0,0,0,10,22,32,7,9,3,13,6,15,6475,139874
whitiva01w,C-F,0,0,74.0,199,Stanford,,1972-04-09,3,0,MIN,6,3,52,13,3,6,9,5,2,2,4,10,13,4,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,aglerbr99w,1,6,13,0,0,MIN,WE,8,N,,,,Minnesota Lynx,727,1775,383,578,166,500,309,650,466,617,226,529,102,2003,747,1807,469,613,141,389,302,612,495,618,273,465,117,2104,0,0,0,0,0,0,10,22,32,7,9,3,13,6,15,6475,139874
whitiva01w,C-F,0,0,74.0,199,Stanford,,1972-04-09,3,0,MIN,6,3,52,13,3,6,9,5,2,2,4,10,13,4,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,vandehe99w,2,4,9,0,0,MIN,WE,8,N,,,,Minnesota Lynx,727,1775,383,578,166,500,309,650,466,617,226,529,102,2003,747,1807,469,613,141,389,302,612,495,618,273,465,117,2104,0,0,0,0,0,0,10,22,32,7,9,3,13,6,15,6475,139874
abrossv01w,F,0,0,74.0,169,Connecticut,,1980-07-09,4,0,MIN,30,25,792,318,44,97,141,82,44,11,90,79,285,112,98,69,82,25,0,3,3,69,23,1,4,5,4,4,1,8,8,22,6,8,8,7,3,0,1.0,2.0,mcconsu01w,0,18,16,1,2,MIN,WE,4,Y,L,,,Minnesota Lynx,875,1978,450,624,180,524,361,718,580,634,242,558,101,2380,878,2067,473,633,141,446,337,652,528,666,271,471,126,2370,0,0,0,0,0,0,18,16,34,11,6,7,10,14,10,6850,120253
adamsjo01w,C,0,0,75.0,180,New Mexico,,1981-05-24,4,0,MIN,10,0,96,33,10,13,23,4,2,3,10,10,33,13,2,2,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,mcconsu01w,0,18,16,1,2,MIN,WE,4,Y,L,,,Minnesota Lynx,875,1978,450,624,180,524,361,718,580,634,242,558,101,2380,878,2067,473,633,141,446,337,652,528,666,271,471,126,2370,0,0,0,0,0,0,18,16,34,11,6,7,10,14,10,6850,120253
burseja01w,C,0,0,77.0,199,Tulane,,1979-05-19,4,0,MIN,29,14,438,206,40,68,108,19,13,28,42,81,155,76,70,54,2,0,2,3,3,42,16,2,7,9,2,4,2,3,3,18,6,6,4,0,0,0,1.0,2.0,mcconsu01w,0,18,16,1,2,MIN,WE,4,Y,L,,,Minnesota Lynx,875,1978,450,624,180,524,361,718,580,634,242,558,101,2380,878,2067,473,633,141,446,337,652,528,666,271,471,126,2370,0,0,0,0,0,0,18,16,34,11,6,7,10,14,10,6850,120253
edwarte01w,G-F,0,0,71.0,155,Georgia,,1964-07-09,4,0,MIN,34,34,854,181,24,81,105,148,41,11,92,60,168,63,40,31,80,24,0,3,3,83,20,1,9,10,19,5,1,8,6,19,6,4,4,12,4,0,1.0,2.0,mcconsu01w,0,18,16,1,2,MIN,WE,4,Y,L,,,Minnesota Lynx,875,1978,450,624,180,524,361,718,580,634,242,558,101,2380,878,2067,473,633,141,446,337,652,528,666,271,471,126,2370,0,0,0,0,0,0,18,16,34,11,6,7,10,14,10,6850,120253
gortmsh01w,G,0,0,70.0,158,South Carolina,,1979-12-07,4,0,MIN,25,0,200,50,9,23,32,14,11,1,20,25,49,21,4,3,20,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,mcconsu01w,0,18,16,1,2,MIN,WE,4,Y,L,,,Minnesota Lynx,875,1978,450,624,180,524,361,718,580,634,242,558,101,2380,878,2067,473,633,141,446,337,652,528,666,271,471,126,2370,0,0,0,0,0,0,18,16,34,11,6,7,10,14,10,6850,120253
harrokr01w,G,0,0,64.0,139,,,1975-03-04,4,0,MIN,31,0,499,88,9,30,39,72,18,3,39,15,87,32,13,8,43,16,0,3,0,65,11,1,6,7,5,1,0,3,6,11,4,2,1,7,2,0,1.0,2.0,mcconsu01w,0,18,16,1,2,MIN,WE,4,Y,L,,,Minnesota Lynx,875,1978,450,624,180,524,361,718,580,634,242,558,101,2380,878,2067,473,633,141,446,337,652,528,666,271,471,126,2370,0,0,0,0,0,0,18,16,34,11,6,7,10,14,10,6850,120253
pridely01w,F-G,0,0,74.0,180,Kansas,,1978-10-16,4,1,MIN,13,0,66,17,8,9,17,1,3,1,8,11,14,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,mcconsu01w,0,18,16,1,2,MIN,WE,4,Y,L,,,Minnesota Lynx,875,1978,450,624,180,524,361,718,580,634,242,558,101,2380,878,2067,473,633,141,446,337,652,528,666,271,471,126,2370,0,0,0,0,0,0,18,16,34,11,6,7,10,14,10,6850,120253
samsh01w,F-G,0,0,72.0,160,Vanderbilt,,1974-05-05,4,0,MIN,34,28,953,374,46,96,142,88,38,6,48,70,360,138,105,74,73,24,0,3,0,74,26,5,11,16,8,6,0,8,6,28,10,8,6,4,0,0,1.0,2.0,mcconsu01w,0,18,16,1,2,MIN,WE,4,Y,L,,,Minnesota Lynx,875,1978,450,624,180,524,361,718,580,634,242,558,101,2380,878,2067,473,633,141,446,337,652,528,666,271,471,126,2370,0,0,0,0,0,0,18,16,34,11,6,7,10,14,10,6850,120253
schwege01w,G-F,0,0,72.0,160,Duke,,1979-01-31,4,0,MIN,16,0,118,15,7,11,18,7,3,1,8,6,17,6,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.0,mcconsu01w,0,18,16,1,2,MIN,WE,4,Y,L,,,Minnesota Lynx,875,1978,450,624,180,524,361,718,580,634,242,558,101,2380,878,2067,473,633,141,446,337,652,528,666,271,471,126,2370,0,0,0,0,0,0,18,16,34,11,6,7,10,14,10,6850,120253
smithka01w,G-F,0,0,71.0,174,Ohio State,,1974-06-04,4,0,MIN,34,34,1185,620,40,98,138,84,25,6,67,112,455,208,143,126,200,78,2,3,3,120,52,3,10,13,9,1,0,8,11,42,18,12,11,14,5,0,1.0,2.0,mcconsu01w,0,18,16,1,2,MIN,WE,4,Y,L,,,Minnesota Lynx,875,1978,450,624,180,524,361,718,580,634,242,558,101,2380,878,2067,473,633,141,446,337,652,528,666,271,471,126,2370,0,0,0,0,0,0,18,16,34,11,6,7,10,14,10,6850,120253
vangomi01w,C,0,0,78.0,187,Duke,,1977-05-10,4,0,MIN,31,1,528,175,32,75,107,17,10,20,56,87,162,70,52,35,1,0,2,3,0,31,9,0,1,1,3,1,3,4,11,7,2,8,5,0,0,0,1.0,2.0,mcconsu01w,0,18,16,1,2,MIN,WE,4,Y,L,,,Minnesota Lynx,875,1978,450,624,180,524,361,718,580,634,242,558,101,2380,878,2067,473,633,141,446,337,652,528,666,271,471,126,2370,0,0,0,0,0,0,18,16,34,11,6,7,10,14,10,6850,120253
abrossv01w,F,0,0,74.0,169,Connecticut,,1980-07-09,5,0,MIN,22,11,462,146,17,57,74,45,30,2,43,42,139,49,46,28,53,20,0,2,2,67,20,3,6,9,3,1,2,3,7,23,8,4,2,8,2,0,0.0,2.0,mcconsu01w,0,18,16,0,2,MIN,WE,3,Y,L,,,Minnesota Lynx,767,1900,454,640,177,542,332,724,526,660,257,613,139,2165,804,1972,490,669,92,330,323,713,508,676,333,502,133,2190,0,0,0,0,0,0,18,16,34,11,6,7,10,12,10,6850,125097
buttsta01w,G,0,0,71.0,160,Tennessee,,1982-03-10,5,0,MIN,30,0,423,76,21,41,62,25,13,7,23,37,80,24,25,18,37,10,1,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0.0,2.0,mcconsu01w,0,18,16,0,2,MIN,WE,3,Y,L,,,Minnesota Lynx,767,1900,454,640,177,542,332,724,526,660,257,613,139,2165,804,1972,490,669,92,330,323,713,508,676,333,502,133,2190,0,0,0,0,0,0,18,16,34,11,6,7,10,12,10,6850,125097
