playerID,year,stint,tmID,minutes,points,oRebounds,rebounds,assists,dq,PostMinutes,PostBlocks,PostTurnovers,PostPF,PostDQ,playoff,confID,playoff_exit,pos,career_year,efg%,ts%,ppg,rpg,apg,spg,bpg,eff,defensive_prowess,defensive_discipline,prizeCount
andrame01w,2,0,CLE,893,152,21,87,100,0,72,2,7,9,0,1,EA,2,2,2,0.3567,0.3504927842309046,4.75,2.72,3.12,1.59,0.31,0.5653503491451963,100.0,79.22,0
andrame01w,3,0,CLE,665,91,17,56,67,2,0,0,0,0,0,0,EA,0,2,3,0.4931753412329384,0.516994633273703,2.84,1.75,2.09,0.91,0.19,0.6845363575717144,85.37,42.68,0
andrame01w,5,0,CHA,65,9,1,4,7,0,0,0,0,0,0,0,EA,0,2,4,0.28573333333333334,0.36060000000000003,0.75,0.33,0.58,0.0,0.08,0.973875846616082,33.33,8.33,0
anosini01w,9,0,MIN,920,314,78,231,45,2,0,0,0,0,0,0,WE,0,3,1,0.6571171441427929,0.7189811010682006,9.24,6.79,1.32,2.21,1.26,0.5353232197706863,280.95,94.4,0
anosini01w,10,0,MIN,896,396,73,222,81,1,0,0,0,0,0,0,WE,0,3,2,0.4925,0.5650999999999999,13.2,7.4,2.7,2.7,0.93,0.3951781970649895,178.69,123.86,0
arcaija01w,1,0,HOU,977,268,36,119,60,1,201,0,16,14,0,1,WE,0,1,1,0.48710000000000003,0.7243704417228567,8.38,3.72,1.88,1.31,0.09,0.5389915607306911,84.91,68.18,0
arcaija01w,2,0,HOU,1154,591,49,136,94,1,71,0,5,5,0,1,WE,2,1,2,0.44789999999999996,0.45221752903907075,18.47,4.25,2.94,1.88,0.09,0.1178184444979533,75.9,76.83,1
arcaija01w,3,0,HOU,1116,364,42,126,86,0,119,1,5,11,0,1,WE,2,1,3,0.6605669716514174,0.7139122058621165,11.38,3.94,2.69,1.59,0.19,0.3563442294863242,80.28,116.33,0
arcaija01w,4,0,HOU,1136,390,24,136,67,0,107,0,7,5,0,1,WE,2,1,4,0.6788796152213892,0.6443317638536762,11.47,4.0,1.97,1.21,0.03,0.43181349288219517,84.0,65.62,0
arcaija01w,6,0,HOU,1079,342,20,93,53,0,138,0,2,5,0,1,WE,3,1,5,0.5680000000000001,0.6193395046284713,10.06,2.74,1.56,1.62,0.18,0.4347954949614701,108.93,71.76,0
askamma01w,1,0,MIA,869,251,96,231,29,0,0,0,0,0,0,0,EA,0,3,1,0.40909999999999996,0.6629971102243016,7.84,7.22,0.91,0.53,0.66,0.4769789552398248,77.55,40.0,0
askamma01w,2,0,MIA,431,74,35,87,15,0,0,0,0,0,0,1,EA,2,3,2,0.4828,0.4516895459345301,2.47,2.9,0.5,0.4,0.37,0.8546592824464242,121.05,37.1,0
askamma01w,3,2,LAS,215,61,24,49,4,0,24,0,0,4,0,1,WE,0,3,3,0.7090145492725364,0.6862529241777899,3.05,2.45,0.2,0.55,0.2,0.8891260840560373,136.36,60.0,0
askamma01w,3,1,MIA,72,11,6,11,3,0,0,0,0,0,0,0,EA,0,3,4,0.599970001499925,0.50997660657768,1.83,1.83,0.5,0.17,0.17,0.9639759839893263,200.0,22.22,0
atkinla01w,7,0,IND,417,99,25,76,22,0,29,2,2,2,0,1,EA,2,5,1,0.6298200514138818,0.41816261879619854,3.0,2.3,0.67,0.55,0.15,0.77828125,67.65,74.19,0
atkinla01w,8,0,SAC,226,58,13,44,15,0,7,0,1,0,0,1,WE,2,5,2,0.37448000000000004,0.41904,2.07,1.57,0.54,0.36,0.18,0.8581446792488351,45.45,100.0,0
atkinla01w,9,0,SAC,73,14,3,14,8,0,0,0,0,0,0,1,WE,2,5,3,0.5624718764061797,0.5397151465351958,2.8,2.8,1.6,1.0,0.4,0.9685807404628479,70.0,140.0,0
atkinla01w,10,0,SEA,46,5,6,18,5,0,0,0,0,0,0,1,WE,2,5,4,0.25,0.2815,2.5,9.0,2.5,5.0,0.5,1.0,275.0,220.0,0
atunrmo01w,9,0,SAS,348,71,16,48,23,0,44,1,1,4,0,1,WE,0,5,1,0.5171741412929353,0.5169816488633251,2.15,1.45,0.7,0.48,0.39,0.7917184459190134,111.54,138.1,0
augusse01w,7,0,MIN,1124,744,15,128,50,0,0,0,0,0,0,0,WE,0,2,1,0.6502503044242999,0.4726328757479761,21.88,3.76,1.47,0.62,0.53,0.10995535714285712,54.93,67.24,1
augusse01w,8,0,MIN,1093,769,37,136,79,0,0,0,0,0,0,0,WE,0,2,2,0.424,0.46672,22.62,4.0,2.32,1.21,0.62,0.14522050171788953,74.7,106.9,0
augusse01w,9,0,MIN,1042,591,28,120,83,0,0,0,0,0,0,0,WE,0,2,3,0.7348132593370331,0.7385647767734868,19.06,3.87,2.68,1.03,0.39,0.29430936247039785,84.62,95.65,0
augusse01w,10,0,MIN,178,126,4,25,9,0,0,0,0,0,0,0,WE,0,2,4,0.6221,0.6615000000000001,21.0,4.17,1.5,2.0,0.5,0.9199008027816128,115.38,300.0,0
aycocan01w,1,2,MIN,6,0,0,3,4,0,0,0,0,0,0,0,WE,0,5,1,0.0,0.0,0.0,1.0,1.33,0.0,0.0,0.9982106612541395,0.0,0.0,0
aycocan01w,1,1,SEA,7,0,1,2,0,0,0,0,0,0,0,0,WE,0,5,2,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.9893173806217285,0.0,0.0,0
azizle01w,4,0,IND,44,10,2,9,1,0,0,0,0,0,0,0,EA,0,2,1,0.404159004102419,0.38307376554388506,1.43,1.29,0.14,0.0,0.57,0.9675830410563235,133.33,80.0,0
azzije01w,1,0,UTA,559,144,5,41,92,0,0,0,0,0,0,0,WE,0,1,1,0.5,0.8059722031099491,9.6,2.73,6.13,0.8,0.33,0.809288537549407,60.71,39.53,0
azzije01w,2,0,UTA,1205,276,10,98,171,1,75,1,5,7,0,1,WE,2,1,2,0.5109,0.5367828229496656,8.62,3.06,5.34,0.69,0.31,0.585889718275945,46.38,35.96,0
azzije01w,3,0,UTA,1151,306,15,69,158,0,186,5,8,20,0,1,WE,2,1,3,0.8446077696115194,0.8637677170771983,9.56,2.16,4.94,0.84,0.44,0.5195196797865244,61.19,40.2,0
azzije01w,4,0,SAS,1136,260,10,91,111,2,0,0,0,0,0,0,WE,0,1,4,0.7006648748054888,0.6550766630447905,7.65,2.68,3.26,0.79,0.26,0.5168145244481122,59.02,36.73,0
badertr01w,1,0,CLE,201,47,2,11,21,0,36,0,1,1,0,1,EA,3,1,1,0.4375,0.6386404293381037,1.88,0.44,0.84,0.68,0.04,0.8688174340348254,100.0,112.5,0
badertr01w,2,0,CLE,114,21,2,12,11,0,4,0,0,0,0,1,EA,2,1,2,0.525,0.46198521647307283,1.11,0.63,0.58,0.26,0.0,0.9484228268721406,62.5,71.43,0
badertr01w,3,0,CLE,132,14,1,7,15,0,0,0,0,0,0,0,EA,0,1,3,0.2596370181490925,0.3363148479427549,0.78,0.39,0.83,0.33,0.06,0.9183188792528352,100.0,233.33,0
bakersh01w,7,0,NYL,614,251,23,56,35,0,0,0,0,0,0,0,EA,0,1,1,0.5471519415505345,0.40065117916226684,7.38,1.65,1.03,1.35,0.06,0.5479241071428571,96.0,69.57,0
bakersh01w,8,2,LAS,492,203,17,69,77,1,0,0,0,0,0,0,WE,0,1,2,0.27712,0.35464,8.46,2.88,3.21,1.5,0.08,0.5437708853014543,58.46,65.52,0
bakersh01w,8,1,NYL,13,5,0,1,0,0,0,0,0,0,0,1,EA,2,1,3,1.0,1.0,1.67,0.33,0.0,0.0,0.0,1.0,0.0,0.0,0
bakersh01w,9,0,IND,110,49,7,22,15,0,0,0,0,0,0,1,EA,2,1,4,0.4864256787160642,0.645713503149822,3.77,1.69,1.15,0.69,0.08,0.9117916012098759,90.91,66.67,0
bakersh01w,10,0,DET,11,7,1,1,1,0,0,0,0,0,0,1,EA,3,1,5,0.6667000000000001,0.8101999999999999,7.0,1.0,1.0,1.0,0.0,0.9987216853300609,100.0,100.0,0
balesal01w,8,0,IND,169,55,12,45,2,0,17,0,1,2,0,1,EA,3,3,1,0.45712,0.48328,3.24,2.65,0.12,0.24,0.76,0.9506047912646491,242.86,121.43,0
balesal01w,9,2,ATL,389,82,20,102,11,0,0,0,0,0,0,0,EA,0,3,2,0.6182690865456727,0.6406463982470556,4.82,6.0,0.65,0.88,1.71,0.8829046402025839,440.0,118.92,0
balesal01w,9,1,IND,126,37,7,22,2,0,0,0,0,0,0,1,EA,2,3,3,0.6250187490625468,0.6340728567515749,2.64,1.57,0.14,0.36,1.0,0.9500808928697038,633.33,105.56,0
banchrh01w,1,0,SAC,21,6,2,3,1,0,0,0,0,0,0,1,WE,2,3,1,0.2857,0.4713086555662584,0.67,0.33,0.11,0.0,0.0,0.9709165687426558,0.0,0.0,0
baranel01w,2,0,MIA,984,378,40,191,63,2,105,2,9,9,0,1,EA,2,2,1,0.4727,0.4604012671594509,11.81,5.97,1.97,1.03,1.78,0.4282687214062124,145.16,111.11,0
baranel01w,4,0,NYL,850,278,45,181,64,0,0,0,0,0,0,0,EA,0,2,2,0.6797283915688216,0.6160811300253531,8.42,5.48,1.94,1.09,1.3,0.48738910666391577,127.42,114.49,0
baranel01w,5,0,NYL,1048,394,33,246,67,0,154,9,12,18,0,1,EA,3,2,3,0.36506666666666665,0.3882,11.59,7.24,1.97,1.09,1.71,0.40316748994245555,118.75,107.95,0
baranel01w,6,0,NYL,953,288,39,227,59,1,59,2,1,4,0,1,EA,2,2,4,0.6808000000000001,0.6922692019014262,8.73,6.88,1.79,0.76,1.39,0.5518425212408615,120.34,89.87,0
barksla01w,2,0,POR,35,2,1,6,4,0,0,0,0,0,0,0,WE,0,1,1,0.1,0.08799718409010912,0.4,1.2,0.8,0.4,0.0,0.9730315434625573,200.0,66.67,0
barksla01w,3,0,POR,285,100,18,40,12,0,0,0,0,0,0,0,WE,0,1,2,0.5717714114294284,0.6119444062198981,5.88,2.35,0.71,0.47,0.41,0.7753702468312208,65.22,48.39,0
barksla01w,4,0,SAS,168,59,8,33,5,0,0,0,0,0,0,0,WE,0,1,3,0.5103975102560475,0.44585295182904744,2.27,1.27,0.19,0.04,0.12,0.8320868578502166,40.0,19.05,0
barnead01w,1,0,CLE,18,8,2,2,4,0,6,0,1,0,0,1,EA,3,2,1,0.6,0.8142287051052705,1.6,0.4,0.8,0.0,0.0,0.9834419399636791,0.0,0.0,0
barnead01w,2,0,CLE,3,2,0,1,0,0,0,0,0,0,0,1,EA,2,2,2,1.0,0.8799718409010912,0.67,0.33,0.0,0.0,0.0,0.9927763062846136,0.0,0.0,0
barnead01w,3,0,SEA,493,90,45,102,28,1,50,0,7,4,0,1,WE,2,2,3,0.5066746662666867,0.5003440209164717,3.46,3.92,1.08,1.23,0.35,0.717251501000667,164.0,64.06,0
barnead01w,4,0,SEA,396,88,26,65,23,1,0,0,0,0,0,0,WE,0,2,4,0.6399773659640685,0.5697211155378485,5.5,4.06,1.44,0.69,0.44,0.8249690530224881,100.0,50.0,0
barnead01w,5,0,SEA,402,67,33,63,31,0,39,1,1,10,0,1,WE,0,2,5,0.2174,0.27026666666666666,1.97,1.85,0.91,0.68,0.06,0.7949534042878241,104.17,65.79,0
barnequ01w,1,0,SEA,705,209,27,84,33,2,0,0,0,0,0,0,WE,0,3,1,0.4202,0.6050639878904637,6.74,2.71,1.06,0.61,1.06,0.45833778442474093,83.87,50.49,0
barnequ01w,2,0,SEA,229,68,14,34,11,0,0,0,0,0,0,0,WE,0,3,2,0.3983,0.42212249208025343,3.4,1.7,0.55,0.45,0.3,0.8661208764748374,93.75,51.72,0
barnequ01w,3,0,PHO,13,3,0,1,0,0,0,0,0,0,0,0,WE,0,3,3,0.0,0.23558552359983487,1.5,0.5,0.0,0.5,1.0,0.9799866577718479,0.0,300.0,0
batkosu01w,6,0,SEA,461,199,26,94,26,1,43,2,5,8,0,1,WE,2,3,1,0.59,0.6238428821616212,6.86,3.24,0.9,0.59,0.83,0.6725449515905948,128.12,48.24,0
batkosu01w,10,0,SEA,147,47,9,29,4,0,86,7,7,9,0,1,WE,2,3,2,0.5233,0.5052,2.35,1.45,0.2,0.25,0.3,0.8569565884338088,45.83,37.93,0
batteja01w,6,0,MIN,46,0,0,5,3,0,0,0,0,0,0,0,WE,0,2,1,0.0,0.0,0.0,0.62,0.38,0.0,0.12,0.9755977079628532,33.33,25.0,0
batteja01w,7,0,DET,178,36,13,25,7,0,9,0,0,1,0,1,EA,0,2,2,0.40089297794615075,0.27745512143611406,1.38,0.96,0.27,0.08,0.12,0.8991294642857143,125.0,23.81,0
battlas01w,6,0,SEA,8,2,0,2,0,0,0,0,0,0,0,1,WE,2,2,1,0.6666666666666666,0.6254691018263698,1.0,1.0,0.0,0.0,0.0,0.9950602647698084,0.0,0.0,0
battlas01w,7,0,NYL,455,143,13,62,29,0,0,0,0,0,0,0,EA,0,2,2,0.590177242592342,0.4139387539598733,4.33,1.88,0.88,0.94,0.09,0.7234821428571429,89.47,106.25,0
battlas01w,8,0,NYL,757,252,32,126,56,0,63,0,1,8,0,1,EA,2,2,3,0.33936,0.374,7.41,3.71,1.65,1.03,0.06,0.5196027674495223,77.08,74.0,0
battlas01w,9,0,NYL,336,121,18,53,24,0,93,1,3,5,0,1,EA,3,2,4,0.6505174741262937,0.6904957545877842,3.56,1.56,0.71,0.44,0.03,0.773265492743089,57.14,61.54,0
battlas01w,10,0,NYL,548,177,17,85,40,0,0,0,0,0,0,0,EA,0,2,5,0.4899,0.526,5.21,2.5,1.18,0.91,0.06,0.6174259855806106,63.46,68.75,0
bauerca01w,1,0,CHA,398,76,20,56,14,1,0,0,0,0,0,0,EA,0,4,1,0.4028,0.6435943305352966,2.62,1.93,0.48,0.28,0.1,0.8088078196773849,39.29,15.28,0
bauerca01w,2,0,WAS,102,15,8,18,3,0,0,0,0,0,0,0,EA,0,4,2,0.29410000000000003,0.30843013023583243,1.0,1.2,0.2,0.13,0.07,0.9412472911148568,50.0,25.0,0
bauerca01w,3,0,SAC,233,43,14,41,1,0,0,0,0,0,0,0,WE,0,4,3,0.4472776361181941,0.46525388743635615,1.72,1.64,0.04,0.08,0.2,0.812354903268846,28.0,20.59,0
beardal01w,5,0,WAS,1025,446,28,143,91,0,102,8,10,8,0,1,EA,2,5,1,0.2974,0.33366666666666667,13.12,4.21,2.68,2.03,1.0,0.17258237001578644,128.75,105.1,0
beardal01w,6,0,WAS,1015,422,25,130,90,0,0,0,0,0,0,0,EA,0,5,2,0.5588,0.5811858894170628,14.07,4.33,3.0,1.5,0.3,0.21013633669235326,85.71,62.07,0
beardal01w,7,0,WAS,994,614,23,149,98,4,64,2,4,6,0,1,EA,2,5,3,0.7226356379380328,0.5053678282294967,19.19,4.66,3.06,1.84,0.78,0.25118303571428563,93.33,91.3,0
beardal01w,8,0,WAS,1169,622,25,139,99,2,0,0,0,0,0,0,EA,0,5,4,0.36736,0.4112,18.85,4.21,3.0,1.94,0.73,0.04628888784298964,93.62,83.81,0
beardal01w,9,0,WAS,1092,532,4,118,117,2,0,0,0,0,0,0,EA,0,5,5,0.6724163791810409,0.6768008764721994,16.12,3.58,3.55,1.67,0.58,0.04687097001102021,69.81,66.67,0
beardal01w,10,0,WAS,985,492,19,123,68,2,54,0,0,6,0,1,EA,2,5,6,0.4658,0.5039,15.87,3.97,2.19,2.32,0.58,0.07048627090044483,90.0,92.78,0
beckki01w,9,0,SEA,93,17,2,12,6,0,5,0,0,0,0,1,WE,2,1,1,1.0,1.0,1.0,0.71,0.35,0.24,0.12,0.9822270158737603,150.0,85.71,0
bennije01w,6,0,IND,52,9,3,6,4,0,0,0,0,0,0,1,EA,3,2,1,0.5,0.5768076057042782,0.9,0.6,0.4,0.1,0.1,0.9755483106105514,50.0,40.0,0
berthlu01w,3,0,CLE,16,8,3,4,0,0,0,0,0,0,0,0,EA,0,4,1,0.6428678566071696,0.6283198018439521,1.6,0.8,0.0,0.0,0.0,0.9823882588392261,0.0,0.0,0
berthlu01w,4,0,CLE,201,84,20,42,6,0,13,1,2,5,0,1,EA,2,4,2,0.7344744659782148,0.7019195943498733,3.82,1.91,0.27,0.45,0.18,0.8520476583453682,63.64,36.84,0
berthlu01w,5,0,HOU,134,37,12,27,4,1,0,0,0,0,0,0,WE,0,4,3,0.23526666666666665,0.2942,2.31,1.69,0.25,0.38,0.12,0.9076997504710496,88.89,28.57,0
beviltu01w,1,0,POR,796,153,19,95,89,1,0,0,0,0,0,0,WE,0,1,1,0.433,0.732626943718178,4.78,2.97,2.78,1.28,0.19,0.6127550475376562,71.21,50.54,0
beviltu01w,2,0,POR,788,153,27,88,103,0,0,0,0,0,0,0,WE,0,1,2,0.4244,0.44808166138683564,4.94,2.84,3.32,1.9,0.19,0.6585359980736817,125.0,63.73,0
beviltu01w,3,0,POR,421,84,7,33,44,0,0,0,0,0,0,0,WE,0,1,3,0.7991600419979001,0.7835420393559928,3.11,1.22,1.63,0.81,0.11,0.8155570380253502,92.59,51.02,0
beviltu01w,4,0,SEA,252,58,9,26,32,0,0,0,0,0,0,0,WE,0,1,4,0.582543499787806,0.5811903899553302,1.87,0.84,1.03,0.45,0.03,0.8561481328656901,75.0,50.0,0
beviltu01w,5,0,SEA,358,79,6,26,29,0,111,1,9,12,0,1,WE,0,1,5,0.32780000000000004,0.36193333333333333,2.32,0.76,0.85,1.12,0.06,0.8194989051280746,153.85,83.33,0
beviltu01w,6,0,IND,873,194,12,63,80,0,152,1,10,12,0,1,EA,3,1,6,0.6996,0.669001751313485,6.26,2.03,2.58,1.94,0.0,0.6068217743528946,117.65,86.96,0
beviltu01w,7,0,IND,999,223,10,77,79,0,62,0,0,7,0,1,EA,2,1,7,0.6764984440535787,0.470960929250264,6.56,2.26,2.32,2.09,0.03,0.6278125,133.33,100.0,0
beviltu01w,8,0,IND,901,180,15,75,92,0,215,0,8,17,1,1,EA,3,1,8,0.44,0.45088,5.29,2.21,2.71,1.65,0.06,0.6844731020850002,109.43,65.91,1
beviltu01w,9,0,IND,876,175,12,68,65,0,94,0,1,8,0,1,EA,2,1,9,0.7499625018749062,0.7035058887975897,5.83,2.27,2.17,1.97,0.13,0.7007432765129311,180.0,86.3,0
beviltu01w,10,0,IND,861,209,12,79,97,0,224,1,11,25,0,1,EA,0,1,10,0.4779,0.5104,6.15,2.32,2.85,1.82,0.24,0.5548396993403896,145.83,92.11,0
bibbyje01w,1,0,NYL,69,19,3,5,11,0,8,0,2,0,0,1,EA,0,1,1,0.22219999999999998,0.5511215081876978,1.12,0.29,0.65,0.18,0.0,0.9205213118256597,25.0,33.33,0
bibrzag01w,5,0,SAS,465,159,5,28,40,0,0,0,0,0,0,0,WE,0,5,1,0.3002,0.32626666666666665,6.62,1.17,1.67,0.88,0.29,0.6807811783877374,87.5,73.68,0
bibrzag01w,7,0,SAS,751,361,10,66,48,0,0,0,0,0,0,0,WE,0,5,2,0.6851576241374645,0.4750967969024991,11.28,2.06,1.5,0.81,0.38,0.5067633928571429,80.85,77.55,0
birdsu01w,3,0,SEA,1121,461,17,83,191,0,73,0,5,6,0,1,WE,2,1,1,0.7180140992950352,0.7476262556763451,14.41,2.59,5.97,1.72,0.09,0.1428418945963975,53.21,120.83,0
birdsu01w,4,0,SEA,1136,420,22,113,221,0,0,0,0,0,0,0,WE,0,1,2,0.6900551704625831,0.6364843655680309,12.35,3.32,6.5,1.41,0.03,0.20468846709304725,44.55,104.26,0
birdsu01w,5,0,SEA,1136,439,22,106,184,0,233,0,16,13,0,1,WE,0,1,3,0.37420000000000003,0.4026666666666667,12.91,3.12,5.41,1.5,0.15,0.3483984315323115,64.37,116.67,0
birdsu01w,6,0,SEA,1020,364,21,72,176,0,103,0,4,6,0,1,WE,2,1,4,0.6916,0.7019014260695522,12.13,2.4,5.87,0.97,0.2,0.4036998616874135,40.23,76.09,0
birdsu01w,7,0,SEA,1065,389,24,102,162,1,106,2,7,3,0,1,WE,2,1,5,0.6704099580570965,0.4715769095388948,11.44,3.0,4.76,1.79,0.15,0.3887053571428571,75.0,110.0,1
birdsu01w,8,0,SEA,919,303,8,57,143,0,71,0,6,4,0,1,WE,2,1,6,0.40728,0.42168,10.45,1.97,4.93,1.48,0.28,0.5013648985739163,76.12,110.87,0
birdsu01w,9,0,SEA,1111,465,14,84,169,0,111,0,6,3,0,1,WE,2,1,7,0.751912404379781,0.7450013694878116,14.09,2.55,5.12,1.18,0.09,0.31072240849726834,47.73,68.85,0
birdsu01w,10,0,SEA,1101,397,12,78,179,0,109,0,7,5,0,1,WE,2,1,8,0.48009999999999997,0.5025,12.81,2.52,5.77,1.52,0.1,0.24380017385079517,61.73,100.0,0
bjorkte01w,5,0,CHA,13,2,0,0,0,0,0,0,0,0,0,0,EA,0,3,1,0.22219999999999998,0.22219999999999998,0.5,0.0,0.0,0.0,0.0,0.9809033966491827,0.0,0.0,0
blackch01w,10,0,CON,428,97,41,107,6,1,0,0,0,0,0,0,EA,0,3,1,0.3804,0.43729999999999997,2.94,3.24,0.18,0.39,0.82,0.7470726594058393,160.0,74.07,0
